"CLASS","MFR","CAR LINE","DISPLACEMENT","NUMB CYL","TRANS","DRIVE SYS","CITY MPG (GUIDE)","HWY MPG (GUIDE)","COMB MPG (GUIDE)","UNRND CITY (EPA)","UNRND HWY (EPA)","UNRND COMP (EPA)","FUEL TYPE","GUZLR","TURBO","SPCHGR","AVG 2D PASS VOL","AVG 2D LUGG VOL","AVG 4D PAS VOL","AVG 4D LUGG VOL","AVG HB PAS VOL","AVG HB LUGG VOL","ANL FL CST","ENG BLK TXT","TRANS DESC TXT","VLVS PER CYL","CLS","REL DT"
"TWO SEATERS","AUDI","TT ROADSTER",1.8,4,"Auto(S6)","F",20,28,23,22,36.2,26.72,"P",,"T",,,,,,,,1566," ","3MODE CLKUP ",5,1,
"TWO SEATERS","AUDI","TT ROADSTER QUATTRO",1.8,4,"Manual(M6)",4,20,29,23,22.18,36.56,26.95,"P",,"T",,,,,,,,1566," ",,5,1,
"TWO SEATERS","AUDI","TT ROADSTER QUATTRO",3.2,6,"Auto(S6)",4,19,25,21,20.66,32.52,24.72,"P",,,,,,,,,,1714," ","3MODE ",5,1,
"TWO SEATERS","CADILLAC","XLR",4.6,8,"Auto(S5)","R",17,25,19,18.4,31.7,22.68,"P",,,,,,,,,,1894," ","2MODE CLKUP ",4,1,
"TWO SEATERS","CHEVROLET","CORVETTE",6,8,"Manual(M6)","R",18,28,21,19.8,36.4,24.91,"P",,,,,,,,,,1714," ",,2,1,
"TWO SEATERS","CHEVROLET","CORVETTE",6,8,"Auto(S6)","R",17,27,21,18.9,35.1,23.85,"P",,,,,,,,,,1714," ","3MODE CLKUP ",2,1,
"TWO SEATERS","CHEVROLET","CORVETTE",7,8,"Manual(M6)","R",16,26,20,18.3,33.6,23.02,"P",,,,,,,,,,1800," ",,2,1,
"TWO SEATERS","CHRYSLER","CROSSFIRE COUPE",3.2,6,"Auto(L5)","R",21,28,24,23.4,35.4,27.61,"P",,,,,,,,,,1501," ","CLKUP ",3,1,
"TWO SEATERS","CHRYSLER","CROSSFIRE COUPE",3.2,6,"Auto(L5)","R",17,24,20,19.1,30.9,23.06,"P",,,"S",,,,,,,1800," ","CLKUP ",3,1,
"TWO SEATERS","CHRYSLER","CROSSFIRE COUPE",3.2,6,"Manual(M6)","R",17,25,20,18.8,32.4,23.18,"P",,,,,,,,,,1800," ",,3,1,
"TWO SEATERS","CHRYSLER","CROSSFIRE ROADSTER",3.2,6,"Auto(L5)","R",21,28,24,23.4,35.4,27.61,"P",,,,,,,,,,1501," ","CLKUP ",3,1,
"TWO SEATERS","CHRYSLER","CROSSFIRE ROADSTER",3.2,6,"Auto(L5)","R",17,24,20,19.1,30.9,23.06,"P",,,"S",,,,,,,1800," ","CLKUP ",3,1,
"TWO SEATERS","CHRYSLER","CROSSFIRE ROADSTER",3.2,6,"Manual(M6)","R",17,25,20,18.8,32.4,23.18,"P",,,,,,,,,,1800," ",,3,1,
"TWO SEATERS","DODGE","VIPER CONVERTIBLE",8.3,10,"Manual(M6)","R",12,20,15,13.4,25.9,17.12,"P","G",,,,,,,,,2401," ",,2,1,
"TWO SEATERS","FERRARI","F430",4.3,8,"Auto(A6)","R",12,17,14,13.7,22.45,16.61,"P","G",,,,,,,,,2570," ","SIL 3MODE ",4,1,
"TWO SEATERS","FERRARI","F430",4.3,8,"Manual(M6)","R",13,17,14,13.9,22.3,16.74,"P","G",,,,,,,,,2570," ","SIL ",4,1,
"TWO SEATERS","HONDA","INSIGHT",1,3,"Auto(AV)","F",57,56,56,62.8,71.4,66.4,"R",,,,,,,,,,591,"HEV","EMS ",4,1,
"TWO SEATERS","HONDA","INSIGHT",1,3,"Manual(M5)","F",60,66,63,67,84.2,73.78,"R",,,,,,,,,,525,"HEV","SIL EMS ",4,1,
"TWO SEATERS","HONDA","S2000",2.2,4,"Manual(M6)","R",20,26,22,22.2,33.1,26.06,"P",,,,,,,,,,1638," ",,4,1,
"TWO SEATERS","MAZDA","MX-5",2,4,"Manual(M5)","R",25,30,27,27.4,38,31.33,"P",,,,,,,,,,1332," ",,4,1,
"TWO SEATERS","MAZDA","MX-5",2,4,"Manual(M6)","R",24,30,27,27.04,38.58,31.25,"P",,,,,,,,,,1332," ",,4,1,
"TWO SEATERS","MAZDA","MX-5",2,4,"Auto(S6)","R",23,30,26,25.42,38.92,30.12,"P",,,,,,,,,,1386," ","DC/FW",4,1,
"TWO SEATERS","MERCEDES-BENZ","SL500",5,8,"Auto(L7)","R",16,24,18,17.3,30.2,21.42,"P","G",,,50,7,,,,,2002," ","EMS 2MODE CLKUP",3,1,
"TWO SEATERS","MERCEDES-BENZ","SL55 AMG",5.4,8,"Auto(S5)","R",14,20,16,15.3,25.6,18.68,"P","G",,"S",50,7,,,,,2250," ","EMS 2MODE CLKUP",3,1,
"TWO SEATERS","MERCEDES-BENZ","SL600",5.5,12,"Auto(L5)","R",13,19,15,14.1,24.3,17.38,"P","G","T",,50,7,,,,,2401," ","EMS 2MODE CLKUP",3,1,
"TWO SEATERS","MERCEDES-BENZ","SL65 AMG",6,12,"Auto(S5)","R",13,19,15,14.4,24.9,17.77,"P","G","T",,50,7,,,,,2401," ","EMS 2MODE CLKUP",3,1,
"TWO SEATERS","MERCEDES-BENZ","SLK280",3,6,"Auto(L7)","R",20,27,23,22.5,34.8,26.76,"P",,,,49,7,,,,,1566," ","EMS 2MODE CLKUP",4,1,
"TWO SEATERS","MERCEDES-BENZ","SLK280",3,6,"Manual(M6)","R",19,27,22,21.6,35,26.1,"P",,,,49,7,,,,,1638," ","EMS ",4,1,
"TWO SEATERS","MERCEDES-BENZ","SLK350",3.5,6,"Auto(L7)","R",19,24,21,21.3,30.8,24.73,"P",,,,49,7,,,,,1714," ","EMS 2MODE CLKUP",4,1,
"TWO SEATERS","MERCEDES-BENZ","SLK350",3.5,6,"Manual(M6)","R",18,25,21,20.2,32.5,24.35,"P",,,,49,7,,,,,1714," ","EMS ",4,1,
"TWO SEATERS","MERCEDES-BENZ","SLK55 AMG",5.4,8,"Auto(S7)","R",16,22,18,17.4,28.1,21,"P","G",,,49,7,,,,,2002," ","EMS 2MODE CLKUP",3,1,
"TWO SEATERS","MERCEDES-BENZ","SLR",5.4,8,"Auto(S5)","R",13,17,14,13.9,22.22,16.72,"P","G",,"S",48,10,,,,,2570," ","EMS 2MODE CLKUP",3,1,
"TWO SEATERS","NISSAN","350Z",3.5,6,"Manual(M6)","R",19,25,21,21.36,32.18,25.17,"P",,,,,,,,,,1714," ",,4,1,
"TWO SEATERS","NISSAN","350Z",3.5,6,"Auto(S5)","R",19,25,21,20.85,31.83,24.68,"P",,,,,,,,,,1714," ","CLKUP ",4,1,
"TWO SEATERS","NISSAN","350Z ROADSTER",3.5,6,"Manual(M6)","R",19,25,21,20.9,31.6,24.66,"P",,,,,,,,,,1714," ",,4,1,
"TWO SEATERS","NISSAN","350Z ROADSTER",3.5,6,"Auto(S5)","R",18,24,21,20.3,31.3,24.11,"P",,,,,,,,,,1714," ","CLKUP ",4,1,
"TWO SEATERS","PONTIAC","SOLSTICE",2.4,4,"Manual(M5)","R",20,28,23,21.9,36.3,26.66,"R",,,,,,,,,,1436," ",,4,1,
"TWO SEATERS","PORSCHE","BOXSTER",2.7,6,"Auto(L5)","R",18,26,21,20.55,33.5,24.88,"P",,,,,,,,,,1714," ","2MODE ",4,1,
"TWO SEATERS","PORSCHE","BOXSTER",2.7,6,"Manual(M5)","R",20,29,23,22.1,37.3,27.06,"P",,,,,,,,,,1566," ",,4,1,
"TWO SEATERS","PORSCHE","BOXSTER",2.7,6,"Manual(M6)","R",20,28,23,22.5,36.3,27.14,"P",,,,,,,,,,1566," ",,4,1,
"TWO SEATERS","PORSCHE","BOXSTER S",3.2,6,"Auto(L5)","R",18,27,21,20.24,34.1,24.77,"P",,,,,,,,,,1714," ","2MODE ",4,1,
"TWO SEATERS","PORSCHE","BOXSTER S",3.2,6,"Manual(M6)","R",19,27,22,21.5,34.4,25.86,"P",,,,,,,,,,1638," ",,4,1,
"MINICOMPACT CARS","ASTON MARTIN","DB9 COUPE",5.9,12,"Auto(S6)","R",12,19,15,13.6,24.4,16.98,"P","G",,,78,5,,,,,2401," ","CLKUP ",4,2,
"MINICOMPACT CARS","ASTON MARTIN","DB9 COUPE MANUAL",5.9,12,"Manual(M6)","R",11,18,13,12.5,22.5,15.63,"P","G",,,78,5,,,,,2768," ",,4,2,
"MINICOMPACT CARS","ASTON MARTIN","DB9 VOLANTE",5.9,12,"Auto(S6)","R",13,18,15,13.9,23.4,17.01,"P","G",,,78,5,,,,,2401," ","CLKUP ",4,2,
"MINICOMPACT CARS","ASTON MARTIN","DB9 VOLANTE MANUAL",5.9,12,"Manual(M6)","R",11,18,13,12.5,22.5,15.63,"P","G",,,78,5,,,,,2768," ",,4,2,
"MINICOMPACT CARS","ASTON MARTIN","V12 VANQUISH S",5.9,12,"Auto(S6)","R",11,17,13,12.13,22,15.19,"P","G",,,78,6,,,,,2768," ","CLKUP ",4,2,
"MINICOMPACT CARS","AUDI","TT COUPE",1.8,4,"Auto(S6)","F",21,29,24,23.1,37.1,27.83,"P",,"T",,,,,,65,14,1501," ","3MODE CLKUP ",5,2,
"MINICOMPACT CARS","AUDI","TT COUPE QUATTRO",1.8,4,"Manual(M6)",4,20,29,23,22.18,36.56,26.95,"P",,"T",,,,,,65,11,1566," ",,5,2,
"MINICOMPACT CARS","AUDI","TT COUPE QUATTRO",3.2,6,"Auto(S6)",4,19,26,22,21.26,33.23,25.37,"P",,,,,,,,65,11,1638," ","3MODE ",5,2,
"MINICOMPACT CARS","BMW","325CI CONVERTIBLE",2.5,6,"Manual(M5)","R",19,27,22,20.8,34.5,25.33,"P",,,,74,9,,,,,1638," ",,4,2,
"MINICOMPACT CARS","BMW","325CI CONVERTIBLE",2.5,6,"Auto(S5)","R",18,26,21,20.5,33.9,24.94,"P",,,,74,9,,,,,1714," ","3MODE CLKUP ",4,2,
"MINICOMPACT CARS","BMW","330CI CONVERTIBLE",3,6,"Manual(M6)","R",19,28,23,21.6,36.5,26.46,"P",,,,74,9,,,,,1566," ",,4,2,
"MINICOMPACT CARS","BMW","330CI CONVERTIBLE",3,6,"Auto(S5)","R",18,25,21,20.2,32.25,24.29,"P",,,,74,9,,,,,1714," ","3MODE CLKUP ",4,2,
"MINICOMPACT CARS","BMW","M3 CONVERTIBLE",3.2,6,"Manual(M6)","R",16,23,18,17.5,29.54,21.43,"P","G",,,74,9,,,,,2002,"MOTORSPORT",,4,2,
"MINICOMPACT CARS","BMW","M3 CONVERTIBLE",3.2,6,"Auto(S6)","R",16,22,18,17.72,28.12,21.26,"P","G",,,74,9,,,,,2002,"MOTORSPORT","6MODE ",4,2,
"MINICOMPACT CARS","JAGUAR","JAGUAR XK8 CONVERTIBLE",4.2,8,"Auto(L6)","R",18,26,21,19.6,33.04,23.99,"P",,,,70,10,,,,,1714," ","2MODE CLKUP ",4,2,
"MINICOMPACT CARS","JAGUAR","JAGUAR XKR CONVERTIBLE",4.2,8,"Auto(L6)","R",17,24,19,18.65,30.55,22.61,"P",,,"S",70,10,,,,,1894," ","2MODE CLKUP ",4,2,
"MINICOMPACT CARS","LEXUS","SC 430",4.3,8,"Auto(S6)","R",19,25,21,20.75,32.15,24.69,"P",,,,75,9,,,,,1714," ","2MODE CLKUP ",4,2,
"MINICOMPACT CARS","MINI","MINI COOPER",1.6,4,"Auto(AV)","F",26,34,29,28.9,44.2,34.23,"P",,,,77,7,,,,,1242," ","2MODE ",4,2,
"MINICOMPACT CARS","MINI","MINI COOPER",1.6,4,"Manual(M5)","F",28,36,31,31.1,46.7,36.6,"P",,,,77,7,,,,,1163," ",,4,2,
"MINICOMPACT CARS","MINI","MINI COOPER CONVERTIBLE",1.6,4,"Auto(AV)","F",26,33,29,28.8,41.9,33.52,"P",,,,70,7,,,,,1242," ","2MODE ",4,2,
"MINICOMPACT CARS","MINI","MINI COOPER CONVERTIBLE",1.6,4,"Manual(M5)","F",27,35,30,30.4,45.2,35.65,"P",,,,70,7,,,,,1199," ",,4,2,
"MINICOMPACT CARS","MINI","MINI COOPER S",1.6,4,"Manual(M6)","F",25,32,27,27.34,40.92,32.14,"P",,,,77,7,,,,,1332," ",,4,2,
"MINICOMPACT CARS","MINI","MINI COOPER S",1.6,4,"Auto(S6)","F",23,32,27,26.06,40.96,31.16,"P",,,,77,7,,,,,1332," ","3MODE CLKUP ",4,2,
"MINICOMPACT CARS","MINI","MINI COOPER S CONVERTIBLE",1.6,4,"Manual(M6)","F",25,32,27,27.34,40.92,32.14,"P",,,,70,7,,,,,1332," ",,4,2,
"MINICOMPACT CARS","MINI","MINI COOPER S CONVERTIBLE",1.6,4,"Auto(S6)","F",23,32,27,26.06,40.96,31.16,"P",,,,70,7,,,,,1332," ","3MODE CLKUP ",4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 2 CABRIOLET",3.6,6,"Auto(L5)","R",19,26,22,20.86,33.83,25.21,"P",,,,68,5,,,,,1638," ","2MODE ",4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 2 CABRIOLET",3.6,6,"Manual(M6)","R",18,26,21,20.46,33.52,24.81,"P",,,,68,5,,,,,1714," ",,4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 2 COUPE",3.6,6,"Auto(L5)","R",19,26,22,20.86,33.83,25.21,"P",,,,70,5,,,,,1638," ","2MODE ",4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 2 COUPE",3.6,6,"Manual(M6)","R",18,26,21,20.46,33.52,24.81,"P",,,,70,5,,,,,1714," ",,4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 2 S CABRIOLET",3.8,6,"Auto(L5)","R",18,25,21,20.51,32.61,24.62,"P",,,,68,5,,,,,1714," ","2MODE ",4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 2 S CABRIOLET",3.8,6,"Manual(M6)","R",18,26,21,19.96,32.78,24.22,"P",,,,68,5,,,,,1714," ",,4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 2 S COUPE",3.8,6,"Auto(L5)","R",18,25,21,20.51,32.61,24.62,"P",,,,70,5,,,,,1714," ","2MODE ",4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 2 S COUPE",3.8,6,"Manual(M6)","R",18,26,21,19.96,32.78,24.22,"P",,,,70,5,,,,,1714," ",,4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 4 CABRIOLET",3.6,6,"Auto(L5)",4,18,26,21,20.01,32.8,24.26,"P",,,,68,5,,,,,1714," ","2MODE ",4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 4 CABRIOLET",3.6,6,"Manual(M6)",4,18,26,21,20.21,32.82,24.44,"P",,,,68,5,,,,,1714," ",,4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 4 COUPE",3.6,6,"Auto(L5)",4,18,26,21,20.17,32.9,24.42,"P",,,,70,5,,,,,1714," ","2MODE ",4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 4 COUPE",3.6,6,"Manual(M6)",4,18,26,21,20.21,32.82,24.44,"P",,,,70,5,,,,,1714," ",,4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 4 S CABRIOLET",3.8,6,"Auto(L5)",4,18,25,21,20.15,31.6,24.08,"P",,,,68,5,,,,,1714," ","2MODE ",4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 4 S CABRIOLET",3.8,6,"Manual(M6)",4,17,25,20,19.24,31.82,23.4,"P",,,,68,5,,,,,1800," ",,4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 4 S COUPE",3.8,6,"Auto(L5)",4,18,25,21,20.34,31.95,24.32,"P",,,,70,5,,,,,1714," ","2MODE ",4,2,
"MINICOMPACT CARS","PORSCHE","CARRERA 4 S COUPE",3.8,6,"Manual(M6)",4,17,25,20,19.24,31.82,23.4,"P",,,,70,5,,,,,1800," ",,4,2,
"MINICOMPACT CARS","VOLKSWAGEN","NEW BEETLE CONVERTIBLE",2.5,5,"Manual(M5)","F",22,30,25,24.28,38.63,29.15,"R",,,,78,5,,,,,1320," ",,4,2,
"MINICOMPACT CARS","VOLKSWAGEN","NEW BEETLE CONVERTIBLE",2.5,5,"Auto(S6)","F",22,30,25,24.09,38.84,29.05,"R",,,,78,5,,,,,1320," ","3MODE CLKUP ",4,2,
"SUBCOMPACT CARS","ACURA","RSX",2,4,"Manual(M5)","F",27,34,30,30.4,43.3,35.11,"R",,,,,,,,81,16,1099," ",,4,3,
"SUBCOMPACT CARS","ACURA","RSX",2,4,"Manual(M6)","F",23,31,26,25.2,39.7,30.16,"P",,,,,,,,81,16,1386," ",,4,3,
"SUBCOMPACT CARS","ACURA","RSX",2,4,"Auto(S5)","F",25,34,28,28,43.3,33.29,"R",,,,,,,,81,16,1178," ","2MODE CLKUP ",4,3,
"SUBCOMPACT CARS","AUDI","A4 CABRIOLET",1.8,4,"Auto(AV)","F",23,30,26,25.5,38.6,30.1,"P",,"T",,,,79,10,,,1386," ","3MODE ",5,3,
"SUBCOMPACT CARS","AUDI","A4 CABRIOLET QUATTRO",3,6,"Auto(S5)",4,18,25,20,19.8,32.1,23.93,"P",,,,,,79,10,,,1800," ","3MODE CLKUP ",5,3,
"SUBCOMPACT CARS","AUDI","S4 CABRIOLET",4.2,8,"Manual(M6)",4,15,21,17,16.5,27.2,20.05,"P","G",,,,,79,10,,,2117," ",,5,3,
"SUBCOMPACT CARS","AUDI","S4 CABRIOLET",4.2,8,"Auto(S6)",4,15,22,18,16.84,28.4,20.61,"P","G",,,,,79,10,,,2002," ","3MODE CLKUP ",5,3,
"SUBCOMPACT CARS","BMW","325CI",2.5,6,"Manual(M5)","R",20,29,24,22.6,37.8,27.59,"P",,,,84,9,,,,,1501," ",,4,3,
"SUBCOMPACT CARS","BMW","325CI",2.5,6,"Auto(S5)","R",19,27,22,21.59,35.02,26.09,"P",,,,84,9,,,,,1638," ","3MODE CLKUP ",4,3,
"SUBCOMPACT CARS","BMW","330CI",3,6,"Manual(M6)","R",20,30,24,22.36,38.66,27.59,"P",,,,84,9,,,,,1501," ",,4,3,
"SUBCOMPACT CARS","BMW","330CI",3,6,"Auto(S5)","R",19,27,22,20.95,34.09,25.34,"P",,,,84,9,,,,,1638," ","3MODE CLKUP ",4,3,
"SUBCOMPACT CARS","BMW","650CI",4.8,8,"Manual(M6)","R",15,23,18,16.8,29.4,20.81,"P","G",,,81,13,,,,,2002," ",,4,3,11/04/05
"SUBCOMPACT CARS","BMW","650CI",4.8,8,"Auto(S6)","R",17,25,20,19.22,31.84,23.39,"P",,,,81,13,,,,,1800," ","3MODE CLKUP ",4,3,
"SUBCOMPACT CARS","BMW","650CI",4.8,8,"Auto(S6)","R",16,22,18,17.29,28.06,20.9,"P","G",,,81,13,,,,,2002," ","4MODE ",4,3,
"SUBCOMPACT CARS","BMW","650CI CONVERTIBLE",4.8,8,"Manual(M6)","R",14,22,17,16.1,27.8,19.86,"P","G",,,81,10,,,,,2117," ",,4,3,
"SUBCOMPACT CARS","BMW","650CI CONVERTIBLE",4.8,8,"Auto(S6)","R",17,25,20,18.9,31.9,23.14,"P",,,,81,10,,,,,1800," ","3MODE CLKUP ",4,3,
"SUBCOMPACT CARS","BMW","650CI CONVERTIBLE",4.8,8,"Auto(S6)","R",15,21,17,16.4,26.67,19.84,"P","G",,,81,10,,,,,2117," ","4MODE ",4,3,
"SUBCOMPACT CARS","BMW","M3",3.2,6,"Manual(M6)","R",16,24,19,18,30.9,22.16,"P","G",,,84,9,,,,,1894,"MOTORSPORT",,4,3,
"SUBCOMPACT CARS","BMW","M3",3.2,6,"Auto(S6)","R",16,23,19,18.32,29.61,22.12,"P","G",,,84,9,,,,,1894,"MOTORSPORT","6MODE ",4,3,
"SUBCOMPACT CARS","CHEVROLET","AVEO 5",1.6,4,"Auto(A4)","F",24,34,28,26.9,44,32.6,"R",,,,,,91,7,,,1178," ","EMS ",,3,
"SUBCOMPACT CARS","CHEVROLET","AVEO 5",1.6,4,"Manual(M5)","F",26,35,29,28.6,44.9,34.18,"R",,,,,,91,7,,,1138," ","EMS ",,3,
"SUBCOMPACT CARS","CHEVROLET","COBALT",2,4,"Manual(M5)","F",23,29,26,25.8,37.8,30.1,"R",,,"S",83,14,87,14,,,1270," ",,4,3,
"SUBCOMPACT CARS","CHEVROLET","COBALT",2.2,4,"Auto(L4)","F",24,32,27,27.5,41.1,32.31,"R",,,,83,14,87,14,,,1221," ","CLKUP ",4,3,
"SUBCOMPACT CARS","CHEVROLET","COBALT",2.2,4,"Manual(M5)","F",25,34,29,29.1,46.8,35.07,"R",,,,83,14,87,14,,,1138," ","SIL ",4,3,
"SUBCOMPACT CARS","CHEVROLET","COBALT",2.4,4,"Auto(L4)","F",24,32,27,28.1,41.7,32.93,"R",,,,83,14,87,14,,,1221," ","CLKUP ",4,3,
"SUBCOMPACT CARS","CHEVROLET","COBALT",2.4,4,"Manual(M5)","F",25,34,29,27.9,43.9,33.37,"R",,,,83,14,87,14,,,1138," ",,4,3,
"SUBCOMPACT CARS","FORD","MUSTANG",4,6,"Auto(L5)","R",19,25,21,20.83,32.12,24.74,"R",,,,85,13,,,,,1571," ","CLKUP ",2,3,
"SUBCOMPACT CARS","FORD","MUSTANG",4,6,"Manual(M5)","R",19,28,22,21.2,36,26.01,"R",,,,85,13,,,,,1502," ",,2,3,
"SUBCOMPACT CARS","FORD","MUSTANG",4.6,8,"Auto(L5)","R",17,23,20,19.09,30,22.83,"R",,,,85,13,,,,,1650," ","CLKUP ",3,3,
"SUBCOMPACT CARS","FORD","MUSTANG",4.6,8,"Manual(M5)","R",17,25,20,18.7,31.5,22.88,"R",,,,85,13,,,,,1650," ",,3,3,
"SUBCOMPACT CARS","HONDA","CIVIC",1.8,4,"Auto(L5)","F",30,40,34,33.08,51.33,39.38,"R",,,,84,12,91,12,,,970," ","CLKUP ",4,3,
"SUBCOMPACT CARS","HONDA","CIVIC",1.8,4,"Manual(M5)","F",30,38,33,33.75,48.23,39.02,"R",,,,84,12,91,12,,,1000," ",,4,3,
"SUBCOMPACT CARS","HYUNDAI","TIBURON",2,4,"Auto(L4)","F",22,30,25,24.13,37.92,28.85,"R",,,,81,15,,,,,1320," ","CLKUP ",4,3,
"SUBCOMPACT CARS","HYUNDAI","TIBURON",2,4,"Manual(M5)","F",24,30,26,26.2,38.7,30.66,"R",,,,81,15,,,,,1270," ",,4,3,
"SUBCOMPACT CARS","HYUNDAI","TIBURON",2.7,6,"Auto(L4)","F",19,26,22,21.09,33.25,25.25,"R",,,,81,15,,,,,1502," ","CLKUP ",4,3,
"SUBCOMPACT CARS","HYUNDAI","TIBURON",2.7,6,"Manual(M5)","F",19,26,22,21.4,33.7,25.61,"R",,,,81,15,,,,,1502," ",,4,3,
"SUBCOMPACT CARS","HYUNDAI","TIBURON",2.7,6,"Manual(M6)","F",18,26,21,20.3,33.9,24.77,"R",,,,81,15,,,,,1571," ",,4,3,
"SUBCOMPACT CARS","JAGUAR","JAGUAR XK8",4.2,8,"Auto(L6)","R",18,26,21,19.6,33.04,23.99,"P",,,,75,11,,,,,1714," ","2MODE CLKUP ",4,3,
"SUBCOMPACT CARS","JAGUAR","JAGUAR XKR",4.2,8,"Auto(L6)","R",17,24,19,18.65,30.55,22.61,"P",,,"S",75,11,,,,,1894," ","2MODE CLKUP ",4,3,
"SUBCOMPACT CARS","LEXUS","IS 250",2.5,6,"Manual(M6)","R",20,29,23,22.68,36.58,27.35,"P",,,,,,88,9,,,1566," ",,4,3,
"SUBCOMPACT CARS","LEXUS","IS 250",2.5,6,"Auto(S6)","R",24,32,27,26.73,41.09,31.72,"P",,,,,,88,9,,,1332," ","2MODE CLKUP ",4,3,
"SUBCOMPACT CARS","LEXUS","IS 250 AWD",2.5,6,"Auto(S6)",4,22,28,25,24.59,36.29,28.76,"P",,,,,,88,9,,,1440," ","2MODE CLKUP ",4,3,
"SUBCOMPACT CARS","LEXUS","IS 350",3.5,6,"Auto(S6)","R",21,28,24,23.63,35.81,27.9,"P",,,,,,88,9,,,1501," ","2MODE CLKUP ",4,3,
"SUBCOMPACT CARS","MASERATI","COUPE CAMBIOCORSA/GT/G-SPORT",4.2,8,"Auto(A6)","R",12,19,15,13.75,24.5,17.13,"P","G",,,86,5,,,,,2401," ","SIL 3MODE ",4,3,
"SUBCOMPACT CARS","MASERATI","COUPE CAMBIOCORSA/GT/G-SPORT",4.2,8,"Manual(M6)","R",13,18,15,14.3,23.1,17.26,"P","G",,,86,5,,,,,2401," ","SIL ",4,3,
"SUBCOMPACT CARS","MAZDA","MAZDA RX-8",1.3,2,"Manual(M6)","R",18,24,20,20.4,30.2,23.89,"P",,,,,,89,8,,,1800," ",,0,3,
"SUBCOMPACT CARS","MAZDA","MAZDA RX-8",1.3,2,"Auto(S6)","R",18,25,21,20.19,32,24.21,"P",,,,,,89,8,,,1714," ","DC/FW",0,3,
"SUBCOMPACT CARS","MERCEDES-BENZ","CLK350",3.5,6,"Auto(L7)","R",19,28,22,21.5,35.9,26.24,"P",,,,82,10,,,,,1638," ","EMS 2MODE CLKUP",4,3,
"SUBCOMPACT CARS","MERCEDES-BENZ","CLK350 (CABRIOLET)",3.5,6,"Auto(L7)","R",18,27,21,20.4,34,24.88,"P",,,,81,9,,,,,1714," ","EMS 2MODE CLKUP",4,3,
"SUBCOMPACT CARS","MERCEDES-BENZ","CLK500",5,8,"Auto(L7)","R",17,25,20,18.7,31.7,22.93,"P",,,,82,10,,,,,1800," ","EMS 2MODE CLKUP",3,3,
"SUBCOMPACT CARS","MERCEDES-BENZ","CLK500 (CABRIOLET)",5,8,"Auto(L7)","R",17,25,20,18.7,31.7,22.93,"P",,,,81,9,,,,,1800," ","EMS 2MODE CLKUP",3,3,
"SUBCOMPACT CARS","MERCEDES-BENZ","CLK55 AMG (CABRIOLET)",5.4,8,"Auto(S5)","R",16,22,19,18.2,28.5,21.73,"P","G",,,81,9,,,,,1894," ","EMS 2MODE CLKUP",3,3,
"SUBCOMPACT CARS","MITSUBISHI","ECLIPSE",2.4,4,"Manual(M5)","F",23,30,25,25.15,38.62,29.83,"R",,,,,,,,80,16,1320,"SOHC",,4,3,
"SUBCOMPACT CARS","MITSUBISHI","ECLIPSE",2.4,4,"Auto(S4)","F",23,29,25,25.02,36.6,29.18,"R",,,,,,,,80,16,1320,"SOHC","2MODE CLKUP ",4,3,
"SUBCOMPACT CARS","MITSUBISHI","ECLIPSE",3.8,6,"Manual(M6)","F",18,27,21,19.81,34.4,24.48,"P",,,,,,,,80,16,1714,"SOHC",,4,3,
"SUBCOMPACT CARS","MITSUBISHI","ECLIPSE",3.8,6,"Auto(S5)","F",19,28,22,21.2,35.75,25.95,"P",,,,,,,,80,16,1638,"SOHC","2MODE CLKUP ",4,3,
"SUBCOMPACT CARS","PONTIAC","WAVE 5",1.6,4,"Auto(A4)","F",24,34,28,26.9,44,32.6,"R",,,,,,91,7,,,1178," ","EMS ",,3,
"SUBCOMPACT CARS","PONTIAC","WAVE 5",1.6,4,"Manual(M5)","F",26,35,29,28.6,44.9,34.18,"R",,,,,,91,7,,,1138," ","EMS ",,3,
"SUBCOMPACT CARS","SAAB","9-3 CONVERTIBLE",2,4,"Manual(M5)","F",21,29,24,23.3,37.1,27.98,"P",,"T",,82,12,,,,,1501," ",,4,3,
"SUBCOMPACT CARS","SAAB","9-3 CONVERTIBLE",2,4,"Auto(S5)","F",19,27,22,21.3,35,25.85,"P",,"T",,82,12,,,,,1638," ","2MODE CLKUP ",4,3,
"SUBCOMPACT CARS","SAAB","9-3 CONVERTIBLE",2.8,6,"Manual(M6)","F",18,28,21,19.8,36.1,24.85,"P",,"T",,82,12,,,,,1714," ",,4,3,
